Random waveform, supplied seed
Total number of intervals = 78 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042)
Average QPS expected = 97032
Timestamp start: 1747207608421
Timestamp end: 1747208388656

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      235.0   236.8    59.1   111.9   127.7   217.4   243.3   258.3   269.2   282.5   299.7   334.5   744.9  3702.9  7873.3  14108.2    14085
read      270.6   319.4    63.8   109.6   120.6   207.7   264.4   297.3   322.7   357.1   413.6   568.5  1472.0  3907.6  9457.0  94127.0    94103
read      284.1   367.7    63.8   108.6   119.8   237.0   295.5   330.0   355.3   384.8   422.4   484.2  1313.3  5641.1  9643.0  58275.4    58175
read      249.5   211.0    63.8   120.6   135.2   218.2   261.4   286.8   305.9   329.2   361.5   418.6   720.0  3233.7  6665.9 151175.4   151312
read      216.4   116.6    59.1   105.7   115.3   193.3   246.1   274.0   292.8   313.8   339.8   379.4   501.6  1052.9  3096.6  83461.5    83333
read      251.4   160.1    63.8   128.2   143.9   230.3   272.9   298.0   317.1   340.5   371.6   423.0   545.4  1926.6  6344.5 165348.0   165153
read      222.4   168.1    63.8   110.1   120.9   193.8   237.1   264.2   283.5   306.3   335.4   380.6   574.3  2360.5  5300.1 124077.3   123975
read      252.7   209.8    63.8   111.5   124.6   234.6   274.5   296.6   313.2   332.3   356.7   394.9   604.5  2972.8  7692.9  28463.6    28449
read      234.1   180.4    63.8   111.9   127.3   221.3   248.5   263.5   273.6   287.5   305.2   336.4   749.9  2599.2  7286.0  14930.4    14903
read      266.7   269.0    59.1   112.2   125.6   241.3   286.0   310.5   327.9   347.5   373.1   415.9   847.4  4053.6  7970.2  31134.8    31189
