Random waveform, supplied seed
Total number of intervals = 78 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042)
Average QPS expected = 97032
Timestamp start: 1747210501805
Timestamp end: 1747211282042

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      259.5   175.5    54.7   108.3   119.2   233.0   293.1   327.3   353.3   383.6   421.4   477.9   651.4  2297.7  4553.5  67572.6    67591
read      263.9   279.4    63.8   111.4   124.1   239.1   282.7   306.6   323.5   344.4   371.9   417.6   719.9  4473.9  8141.7  33938.7    33910
read      248.8   256.8    63.8   109.0   119.4   207.7   265.2   295.9   318.2   346.0   387.4   463.6   773.2  3631.5  9498.6  85605.6    85729
read      219.8   146.7    63.8   113.2   130.0   214.1   236.4   250.0   259.8   271.2   287.2   313.1   404.5  1637.0  6740.8  12836.0    12884
read      297.6   373.5    63.8   111.4   124.0   254.5   309.6   341.5   364.7   391.5   426.0   487.7  1297.5  6190.3  8486.8  45642.6    45621
read      293.3   337.1    63.8   112.7   126.4   252.5   302.2   330.6   351.6   376.6   410.2   473.9  1420.9  4809.7  8027.9  36959.4    36938
read      286.7   347.0    63.8   109.1   120.7   247.3   307.2   342.1   367.6   397.1   434.7   499.7   972.6  6194.4 10307.8  56923.8    56902
read      333.8   402.1    63.8   114.4   128.1   229.8   286.9   320.2   348.1   390.5   492.6  1270.4  1799.0  3768.1  8207.6 102215.4   102243
read      237.1   168.1    59.1   115.5   132.7   228.7   256.4   271.3   282.3   294.6   312.5   341.3   478.1  2290.7  7709.3  14121.5    14085
read      320.6   400.2    63.8   113.7   126.7   228.4   288.2   322.7   351.2   391.0   466.9   918.4  1793.6  4514.0  9342.2  94049.8    94103
read      300.5   362.3    63.8   110.9   123.0   245.5   306.1   342.9   371.7   406.4   453.1   534.9  1774.1  5598.6  8068.0  58167.9    58175
read      405.1   489.4    63.8   156.3   181.3   318.3   384.5   428.4   465.5   516.7   591.4   721.3  3256.1  6549.3 10190.0 151379.9   151312
read      227.4   132.9    63.8   110.4   121.1   203.5   255.9   284.0   303.2   325.1   353.9   399.4   533.8  1283.2  4060.8  83358.9    83333
read      331.7   253.1    68.9   132.4   150.9   277.1   355.1   407.8   452.0   507.4   581.6   690.8   907.9  2967.0  8495.0 165141.3   165153
read      269.3   217.6    63.8   118.3   132.4   225.2   279.8   314.0   340.9   376.0   430.5   545.8   902.5  2774.9  7393.2 123917.9   123975
read      269.3   224.4    63.8   114.3   129.1   251.6   294.6   318.0   335.7   356.2   382.1   424.4   671.2  3374.6  7683.9  28427.8    28449
read      238.9   151.2    63.8   112.7   129.3   230.5   259.5   274.6   286.6   299.4   317.7   350.4   560.2  1962.8  7190.6  14954.1    14903
read      291.9   341.2    63.8   113.6   128.3   253.8   300.3   326.1   344.7   367.5   397.4   453.0  1474.6  4927.7  8101.3  31148.8    31189
read      285.8   310.3    63.8   111.8   125.2   254.8   307.1   336.7   358.2   382.8   414.4   467.9   900.8  5708.1  7916.7  40611.2    40636
read      260.6   194.3    63.8   112.2   124.1   220.0   278.1   311.2   336.3   369.5   423.4   533.9   844.6  2350.4  6248.2  80454.0    80574
read      334.2   192.5    68.9   141.1   161.9   292.2   362.2   409.7   452.8   508.6   577.7   669.1   827.1  1500.3  4783.5 168840.2   168820
read      341.9   198.3    68.9   150.0   172.6   294.6   363.6   411.2   453.0   508.6   583.7   688.2   889.4  1647.4  5586.3 162534.4   162621
read      216.5   106.8    59.1   109.5   119.9   196.0   243.1   269.8   288.0   308.5   334.0   372.8   484.5   939.4  2635.2 101602.9   101621
read      216.0    82.5    59.1   109.9   120.2   211.7   255.2   274.0   286.7   300.1   316.9   342.3   397.7   505.0  1691.9  58559.3    58592
read      240.1   110.3    68.9   121.0   135.3   218.8   265.3   292.8   313.3   338.0   370.6   424.9   547.7   806.4  1917.2 153059.4   153042

Total QPS = 97019.9 (75675488 / 780.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 18691845536 bytes :   22.9 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.85%,42.21%,100.00%
