Random waveform, supplied seed
Total number of intervals = 100 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237)
Average QPS expected = 93343
Timestamp start: 1747206124102
Timestamp end: 1747207124347

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      228.3   201.6    63.8   110.8   127.1   214.5   239.4   253.8   265.0   277.1   294.2   322.6   669.9  2984.1  7627.0  12893.5    12884
read      300.6   403.7    59.1   109.6   121.6   248.4   304.6   335.5   358.1   384.4   419.3   487.5  1777.6  6236.7  8731.0  45639.3    45621
read      283.7   347.4    63.8   110.9   123.6   245.4   295.8   322.2   341.1   363.6   392.7   441.5  1309.2  5433.7  8024.6  36905.8    36938
read      280.4   310.8    63.8   107.9   119.1   245.0   306.6   341.0   365.7   393.5   427.7   482.1   855.7  4926.1  9095.9  57010.2    56902
read      518.2   648.8    63.8   136.5   157.6   289.2   384.4   465.0   594.1   859.3  1263.3  1817.7  3169.2  7225.2  8131.5 102285.4   102243
read      233.6   170.1    63.8   111.0   126.6   219.2   247.4   263.2   273.9   288.3   306.7   339.9   795.6  2348.6  6934.0  14085.2    14085
read      355.2   425.3    59.1   117.2   132.2   247.3   339.4   416.9   473.0   540.3   634.2   847.1  1732.5  5399.6 11718.0  93986.2    94103
read      253.5   270.3    63.8   107.1   118.2   224.1   271.3   295.4   313.8   337.2   370.7   431.2   904.9  4158.7  8068.4  58019.9    58175
read      216.1   101.3    54.7   116.4   129.3   199.8   238.4   262.1   278.7   298.1   322.1   359.1   435.8   742.1  2352.0 151347.4   151312
read      208.1    86.6    59.1   104.6   114.7   192.9   243.6   268.4   284.0   300.4   319.6   347.1   403.8   518.1  1700.1  83340.0    83333
read      238.2    96.8    63.8   127.9   142.7   223.6   264.4   287.4   304.0   323.1   348.4   389.9   489.4   831.5  2011.5 165054.0   165153
read      206.3    90.8    59.1   108.5   118.9   186.9   230.1   256.4   274.6   295.1   318.7   352.6   425.9   691.2  2179.1 123792.7   123975
read      210.7    73.3    63.8   114.9   128.2   214.8   238.6   250.8   259.3   269.0   280.9   297.7   339.0   432.8  2424.4  28488.3    28449
read      199.0    66.6    63.8   115.1   131.6   200.6   218.2   227.9   234.0   242.7   252.8   269.9   307.1   888.5  1942.7  14872.3    14903
read      210.6    77.6    63.8   113.3   125.6   215.1   240.0   252.7   261.7   271.2   284.2   302.5   341.6   437.6  2642.3  31272.5    31189
read      215.8    70.1    59.1   112.4   124.4   220.4   250.9   265.5   274.7   286.6   299.7   319.7   364.8   442.1  1664.9  40403.9    40636
read      208.7    94.4    59.1   105.0   115.0   194.7   245.3   269.1   284.0   299.8   318.3   345.0   400.5   517.3  1822.1  80456.7    80574
read      245.6   101.1    63.8   130.7   146.5   230.7   272.2   295.6   313.0   333.7   360.8   402.1   505.2   801.8  2903.4 168691.7   168820
read      230.8    93.7    63.8   124.4   139.0   216.2   255.6   278.2   294.6   314.0   338.9   376.1   468.7   802.6  1953.3 162489.0   162621
